city,date,fare,ride_id
North Jaime,2019-03-12 00:00:00,23.21,5.99E+12
Lake Latoyabury,2019-04-16 00:00:00,24.1,4.90E+12
South Jennifer,2019-03-07 00:00:00,48.79,9.73E+12
Taylorhaven,2019-03-05 00:00:00,38.18,8.56E+12
Jessicaport,2019-04-13 00:00:00,39.89,6.51E+12
South Marychester,2019-03-27 00:00:00,34.42,4.23E+12
Penaborough,2019-04-27 00:00:00,38.33,5.47E+11
New Ryantown,2019-04-18 00:00:00,42.97,2.31E+11
North Jaime,2019-04-04 00:00:00,51.83,9.12E+12
Harringtonfort,2019-01-06 00:00:00,47.33,3.85E+12
South Jennifer,2019-04-05 00:00:00,32.2,6.84E+11
North Holly,2019-01-04 00:00:00,24.88,4.20E+12
Newtonview,2019-02-05 00:00:00,45.02,7.08E+12
Randallchester,2019-02-19 00:00:00,58.55,8.00E+12
Bradshawfurt,2019-03-24 00:00:00,19.89,7.87E+12
South Marychester,2019-02-25 00:00:00,54.66,3.14E+12
Bradshawfurt,2019-02-18 00:00:00,34.32,8.88E+12
Bradshawfurt,2019-04-08 00:00:00,55.19,1.74E+12
Jessicaport,2019-03-18 00:00:00,33.72,3.05E+12
Michaelberg,2019-03-27 00:00:00,38.62,3.64E+11
West Heather,2019-03-12 00:00:00,26.55,7.04E+12
Garzaport,2019-04-17 00:00:00,17.31,6.09E+12
North Jaime,2019-02-01 00:00:00,17.05,9.48E+12
New Ryantown,2019-02-04 00:00:00,45.7,3.57E+12
North Holly,2019-04-21 00:00:00,18.54,6.26E+12
West Heather,2019-02-22 00:00:00,17.4,8.70E+12
Taylorhaven,2019-04-03 00:00:00,38.92,8.30E+12
Bradshawfurt,2019-04-07 00:00:00,49.7,5.09E+12
Michaelberg,2019-01-11 00:00:00,16.42,8.80E+12
Michaelberg,2019-04-22 00:00:00,19.27,26848733115
North Holly,2019-03-28 00:00:00,35.45,3.26E+12
North Jaime,2019-05-06 00:00:00,41.18,7.33E+12
North Jaime,2019-04-04 00:00:00,43.86,8.20E+12
South Marychester,2019-04-23 00:00:00,25.94,2.94E+12
North Holly,2019-01-23 00:00:00,40.24,3.92E+12
Michaelberg,2019-05-02 00:00:00,52.71,5.65E+12
West Heather,2019-02-22 00:00:00,33.38,5.55E+12
Bradshawfurt,2019-02-23 00:00:00,37.05,2.07E+12
Penaborough,2019-01-14 00:00:00,54.1,4.33E+11
New Ryantown,2019-04-30 00:00:00,50.81,5.36E+12
Michaelberg,2019-01-19 00:00:00,38.68,1.03E+11
Taylorhaven,2019-04-01 00:00:00,54.65,9.10E+12
South Jennifer,2019-04-02 00:00:00,14.11,3.83E+12
Bradshawfurt,2019-04-10 00:00:00,19.07,7.39E+11
Taylorhaven,2019-03-05 00:00:00,29.45,2.16E+12
Harringtonfort,2019-02-17 00:00:00,30.58,6.84E+12
Randallchester,2019-02-11 00:00:00,25.78,9.01E+12
New Ryantown,2019-04-05 00:00:00,50.98,4.83E+12
Penaborough,2019-02-03 00:00:00,51.8,5.38E+12
South Jennifer,2019-04-10 00:00:00,43.25,6.24E+11
Lake Jamie,2019-04-30 00:00:00,37.33,6.76E+12
Harringtonfort,2019-04-16 00:00:00,17.39,4.02E+12
South Jennifer,2019-01-30 00:00:00,37.05,9.55E+12
Bradshawfurt,2019-01-19 00:00:00,56.78,1.25E+12
Jessicaport,2019-05-01 00:00:00,22.44,3.73E+12
Lake Latoyabury,2019-03-29 00:00:00,13.84,7.91E+12
Lake Jamie,2019-01-18 00:00:00,43.57,1.17E+12
Randallchester,2019-03-25 00:00:00,10.37,3.22E+12
Harringtonfort,2019-03-10 00:00:00,19.02,6.72E+12
Lake Latoyabury,2019-01-24 00:00:00,34.74,5.96E+12
Taylorhaven,2019-04-02 00:00:00,47.07,8.57E+12
South Jennifer,2019-03-11 00:00:00,49.82,1.15E+12
Harringtonfort,2019-02-26 00:00:00,54.66,9.20E+12
Newtonview,2019-04-01 00:00:00,26.73,3.72E+12
Michaelberg,2019-03-10 00:00:00,56.48,3.76E+12
Penaborough,2019-01-22 00:00:00,10.11,4.13E+12
Lake Latoyabury,2019-04-14 00:00:00,11.94,2.04E+12
North Jaime,2019-04-27 00:00:00,14.01,2.16E+12
West Heather,2019-02-04 00:00:00,13.97,7.12E+12
West Heather,2019-04-18 00:00:00,46.6,3.67E+12
West Heather,2019-03-02 00:00:00,20.99,5.77E+12
South Saramouth,2019-01-28 00:00:00,31.25,7.12E+12
West Heather,2019-03-06 00:00:00,48.11,2.57E+12
Garzaport,2019-05-06 00:00:00,18.9,8.83E+12
South Saramouth,2019-03-27 00:00:00,11.87,1.70E+11
Randallchester,2019-04-07 00:00:00,10.79,1.62E+12
Harringtonfort,2019-01-09 00:00:00,31.84,3.73E+12
South Saramouth,2019-04-12 00:00:00,57.23,5.08E+12
North Holly,2019-01-03 00:00:00,19.9,5.56E+12
New Ryantown,2019-05-05 00:00:00,26.53,2.30E+12
West Heather,2019-02-02 00:00:00,53.07,2.46E+12
Lake Latoyabury,2019-02-25 00:00:00,16.18,8.49E+12
South Marychester,2019-01-19 00:00:00,49.44,90058815985
Jessicaport,2019-01-31 00:00:00,58.29,6.23E+11
Michaelberg,2019-03-22 00:00:00,38.3,8.03E+12
North Holly,2019-04-18 00:00:00,30.94,3.44E+12
Michaelberg,2019-03-13 00:00:00,37.72,8.84E+12
Lake Jamie,2019-02-25 00:00:00,28.65,5.82E+12
Lake Jamie,2019-04-19 00:00:00,16.29,3.52E+12
North Holly,2019-03-18 00:00:00,40.34,3.79E+12
Michaelberg,2019-01-27 00:00:00,38.42,8.63E+11
Lake Jamie,2019-04-29 00:00:00,54.22,2.49E+12
Bradshawfurt,2019-01-30 00:00:00,51.39,1.33E+12
Michaelberg,2019-04-29 00:00:00,13.38,8.55E+12
Lake Latoyabury,2019-01-30 00:00:00,20.76,9.02E+12
North Jaime,2019-02-10 00:00:00,11.11,2.78E+12
West Heather,2019-05-07 00:00:00,44.94,4.26E+12
Newtonview,2019-04-25 00:00:00,55.84,9.99E+12
